Algorithm,TotalItems,ItemsValue,ItemsWeight,Quantity,Capacity,Time_ns,Result
greedy,1,601,601,4,101,100,50
greedy,1,1,1,5,101,100,1
greedy,1,1,101,5,101,100,1
greedy,1,1,201,5,101,100,1
greedy,1,1,301,5,101,100,0
greedy,1,1,401,5,101,100,0
greedy,1,1,501,5,101,100,0
greedy,1,1,601,5,101,100,1
greedy,1,101,1,5,101,100,50
greedy,1,101,101,5,101,100,33
greedy,1,101,201,5,101,100,18
greedy,1,101,301,5,101,100,22
greedy,1,101,401,5,101,200,92
greedy,1,101,501,5,101,100,9
greedy,1,101,601,5,101,200,3
greedy,1,201,1,5,101,100,120
greedy,1,201,101,5,101,100,50
greedy,1,201,201,5,101,100,20
greedy,1,201,301,5,101,100,50
greedy,1,201,401,5,101,100,187
greedy,1,201,501,5,101,100,67
greedy,1,201,601,5,101,100,7
greedy,1,301,1,5,101,100,15
greedy,1,301,101,5,101,100,1
greedy,1,301,201,5,101,100,191
greedy,1,301,301,5,101,100,74
greedy,1,301,401,5,101,100,143
greedy,1,301,501,5,101,100,53
greedy,1,301,601,5,101,100,136
greedy,1,401,1,5,101,100,159
greedy,1,401,101,5,101,200,10
greedy,1,401,201,5,101,200,88
greedy,1,401,301,5,101,100,116
greedy,1,401,401,5,101,100,108
greedy,1,401,501,5,101,100,298
greedy,1,401,601,5,101,100,1
greedy,1,501,1,5,101,100,224
greedy,1,501,101,5,101,100,292
greedy,1,501,201,5,101,100,130
greedy,1,501,301,5,101,100,218
greedy,1,501,401,5,101,100,75
greedy,1,501,501,5,101,100,43
greedy,1,501,601,5,101,100,455
greedy,1,601,1,5,101,100,427
greedy,1,601,101,5,101,100,385
greedy,1,601,201,5,101,100,183
greedy,1,601,301,5,101,100,499
greedy,1,601,401,5,101,100,52
greedy,1,601,501,5,101,200,51
greedy,1,601,601,5,101,100,94
greedy,1,1,1,6,101,100,1
greedy,1,1,101,6,101,100,1
greedy,1,1,201,6,101,100,1
greedy,1,1,301,6,101,200,0
greedy,1,1,401,6,101,200,0
greedy,1,1,501,6,101,100,1
greedy,1,1,601,6,101,100,0
greedy,1,101,1,6,101,100,28
greedy,1,101,101,6,101,100,62
greedy,1,101,201,6,101,100,56
greedy,1,101,301,6,101,100,19
greedy,1,101,401,6,101,100,20
greedy,1,101,501,6,101,100,41
greedy,1,101,601,6,101,100,13
greedy,1,201,1,6,101,100,134
greedy,1,201,101,6,101,100,7
greedy,1,201,201,6,101,100,99
greedy,1,201,301,6,101,100,41
greedy,1,201,401,6,101,100,85
greedy,1,201,501,6,101,100,59
greedy,1,201,601,6,101,100,3
greedy,1,301,1,6,101,100,214
greedy,1,301,101,6,101,100,19
greedy,1,301,201,6,101,100,127
greedy,1,301,301,6,101,100,127
greedy,1,301,401,6,101,100,52
greedy,1,301,501,6,101,100,59
greedy,1,301,601,6,101,100,44
greedy,1,401,1,6,101,100,386
greedy,1,401,101,6,101,200,372
greedy,1,401,201,6,101,100,205
greedy,1,401,301,6,101,100,259
greedy,1,401,401,6,101,100,224
greedy,1,401,501,6,101,100,346
greedy,1,401,601,6,101,100,49
greedy,1,501,1,6,101,100,16
greedy,1,501,101,6,101,100,62
greedy,1,501,201,6,101,100,203
greedy,1,501,301,6,101,100,62
greedy,1,501,401,6,101,100,149
greedy,1,501,501,6,101,100,172
greedy,1,501,601,6,101,100,47
greedy,1,601,1,6,101,100,249
greedy,1,601,101,6,101,100,209
greedy,1,601,201,6,101,200,76
greedy,1,601,301,6,101,100,11
greedy,1,601,401,6,101,100,10
greedy,1,601,501,6,101,100,124
greedy,1,601,601,6,101,100,158
greedy,1,1,1,7,101,100,1
greedy,1,1,101,7,101,100,1
greedy,1,1,201,7,101,100,0
greedy,1,1,301,7,101,100,0
greedy,1,1,401,7,101,200,0
greedy,1,1,501,7,101,200,0
greedy,1,1,601,7,101,100,1
greedy,1,101,1,7,101,100,60
greedy,1,101,101,7,101,100,100
greedy,1,101,201,7,101,100,13
greedy,1,101,301,7,101,200,9
greedy,1,101,401,7,101,200,0
greedy,1,101,501,7,101,100,30
greedy,1,101,601,7,101,200,5
greedy,1,201,1,7,101,100,28
greedy,1,201,101,7,101,100,24
greedy,1,201,201,7,101,100,57
greedy,1,201,301,7,101,100,39
greedy,1,201,401,7,101,100,58
greedy,1,201,501,7,101,100,104
greedy,1,201,601,7,101,100,38
greedy,1,301,1,7,101,100,260
greedy,1,301,101,7,101,100,276
greedy,1,301,201,7,101,100,46
greedy,1,301,301,7,101,100,138
greedy,1,301,401,7,101,100,46
greedy,1,301,501,7,101,100,3
greedy,1,301,601,7,101,100,93
greedy,1,401,1,7,101,100,213
greedy,1,401,101,7,101,100,229
greedy,1,401,201,7,101,100,53
greedy,1,401,301,7,101,100,70
greedy,1,401,401,7,101,100,45
greedy,1,401,501,7,101,100,54
greedy,1,401,601,7,101,100,3
greedy,1,501,1,7,101,100,440
greedy,1,501,101,7,101,100,316
greedy,1,501,201,7,101,100,6
greedy,1,501,301,7,101,100,16
greedy,1,501,401,7,101,100,102
greedy,1,501,501,7,101,100,156
greedy,1,501,601,7,101,100,27
greedy,1,601,1,7,101,100,430
greedy,1,601,101,7,101,200,508
greedy,1,601,201,7,101,100,233
greedy,1,601,301,7,101,100,165
greedy,1,601,401,7,101,100,170
greedy,1,601,501,7,101,100,354
greedy,1,601,601,7,101,100,240
greedy,1,1,1,1,201,100,1
greedy,1,1,101,1,201,100,1
greedy,1,1,201,1,201,100,1
greedy,1,1,301,1,201,100,1
greedy,1,1,401,1,201,100,0
greedy,1,1,501,1,201,200,0
greedy,1,1,601,1,201,100,1
greedy,1,101,1,1,201,100,41
greedy,1,101,101,1,201,100,68
greedy,1,101,201,1,201,100,7
greedy,1,101,301,1,201,100,84
greedy,1,101,401,1,201,100,6
greedy,1,101,501,1,201,100,16
greedy,1,101,601,1,201,100,56
greedy,1,201,1,1,201,100,91
greedy,1,201,101,1,201,100,19
greedy,1,201,201,1,201,100,144
greedy,1,201,301,1,201,100,140
greedy,1,201,401,1,201,100,51
greedy,1,201,501,1,201,100,179
greedy,1,201,601,1,201,100,72
greedy,1,301,1,1,201,100,134
greedy,1,301,101,1,201,100,101
greedy,1,301,201,1,201,100,274
