Algorithm,TotalItems,ItemsValue,ItemsWeight,Quantity,Capacity,Time_ns,Result
greedy,1,401,301,6,101,200,0
greedy,1,401,401,6,101,200,0
greedy,1,401,501,6,101,200,0
greedy,1,401,601,6,101,300,0
greedy,1,501,1,6,101,300,155
greedy,1,501,101,6,101,300,165
greedy,1,501,201,6,101,200,0
greedy,1,501,301,6,101,300,0
greedy,1,501,401,6,101,200,0
greedy,1,501,501,6,101,200,35
greedy,1,501,601,6,101,200,0
greedy,1,601,1,6,101,300,593
greedy,1,601,101,6,101,300,153
greedy,1,601,201,6,101,200,0
greedy,1,601,301,6,101,200,0
greedy,1,601,401,6,101,200,0
greedy,1,601,501,6,101,200,0
greedy,1,601,601,6,101,200,0
greedy,1,1,1,7,101,300,1
greedy,1,1,101,7,101,200,1
greedy,1,1,201,7,101,300,1
greedy,1,1,301,7,101,300,1
greedy,1,1,401,7,101,300,1
greedy,1,1,501,7,101,200,0
greedy,1,1,601,7,101,200,0
greedy,1,101,1,7,101,200,26
greedy,1,101,101,7,101,300,43
greedy,1,101,201,7,101,300,0
greedy,1,101,301,7,101,200,0
greedy,1,101,401,7,101,200,2
greedy,1,101,501,7,101,300,0
greedy,1,101,601,7,101,300,0
greedy,1,201,1,7,101,300,124
greedy,1,201,101,7,101,200,88
greedy,1,201,201,7,101,300,0
greedy,1,201,301,7,101,200,0
greedy,1,201,401,7,101,300,0
greedy,1,201,501,7,101,300,0
greedy,1,201,601,7,101,200,61
greedy,1,301,1,7,101,300,118
greedy,1,301,101,7,101,300,90
greedy,1,301,201,7,101,200,0
greedy,1,301,301,7,101,200,150
greedy,1,301,401,7,101,300,122
greedy,1,301,501,7,101,200,0
greedy,1,301,601,7,101,300,0
greedy,1,401,1,7,101,300,40
greedy,1,401,101,7,101,200,295
greedy,1,401,201,7,101,300,257
greedy,1,401,301,7,101,200,0
greedy,1,401,401,7,101,300,0
greedy,1,401,501,7,101,300,0
greedy,1,401,601,7,101,300,0
greedy,1,501,1,7,101,300,262
greedy,1,501,101,7,101,300,162
greedy,1,501,201,7,101,200,0
greedy,1,501,301,7,101,200,407
greedy,1,501,401,7,101,300,254
greedy,1,501,501,7,101,300,26
greedy,1,501,601,7,101,300,0
greedy,1,601,1,7,101,200,508
greedy,1,601,101,7,101,200,363
greedy,1,601,201,7,101,200,540
greedy,1,601,301,7,101,200,467
greedy,1,601,401,7,101,300,35
greedy,1,601,501,7,101,300,382
greedy,1,601,601,7,101,300,0
greedy,1,1,1,1,201,200,1
greedy,1,1,101,1,201,200,1
greedy,1,1,201,1,201,300,1
greedy,1,1,301,1,201,300,1
greedy,1,1,401,1,201,200,0
greedy,1,1,501,1,201,200,0
greedy,1,1,601,1,201,200,1
greedy,1,101,1,1,201,200,98
greedy,1,101,101,1,201,200,84
greedy,1,101,201,1,201,200,75
greedy,1,101,301,1,201,200,0
greedy,1,101,401,1,201,300,92
greedy,1,101,501,1,201,200,66
greedy,1,101,601,1,201,200,3
greedy,1,201,1,1,201,200,121
greedy,1,201,101,1,201,200,144
greedy,1,201,201,1,201,200,45
greedy,1,201,301,1,201,200,0
greedy,1,201,401,1,201,300,111
greedy,1,201,501,1,201,200,0
greedy,1,201,601,1,201,200,0
greedy,1,301,1,1,201,300,207
greedy,1,301,101,1,201,200,299
greedy,1,301,201,1,201,300,266
greedy,1,301,301,1,201,300,184
greedy,1,301,401,1,201,200,0
greedy,1,301,501,1,201,300,0
greedy,1,301,601,1,201,200,0
greedy,1,401,1,1,201,200,187
greedy,1,401,101,1,201,300,353
greedy,1,401,201,1,201,300,62
greedy,1,401,301,1,201,300,336
greedy,1,401,401,1,201,300,0
greedy,1,401,501,1,201,300,392
greedy,1,401,601,1,201,200,0
greedy,1,501,1,1,201,300,379
greedy,1,501,101,1,201,200,449
greedy,1,501,201,1,201,300,56
greedy,1,501,301,1,201,300,93
greedy,1,501,401,1,201,300,428
greedy,1,501,501,1,201,300,0
greedy,1,501,601,1,201,200,0
greedy,1,601,1,1,201,300,143
greedy,1,601,101,1,201,300,411
greedy,1,601,201,1,201,200,234
greedy,1,601,301,1,201,300,0
greedy,1,601,401,1,201,300,400
greedy,1,601,501,1,201,300,0
greedy,1,601,601,1,201,300,0
greedy,1,1,1,2,201,200,1
greedy,1,1,101,2,201,200,1
greedy,1,1,201,2,201,200,1
greedy,1,1,301,2,201,300,0
greedy,1,1,401,2,201,300,0
greedy,1,1,501,2,201,300,0
